Supplier Name,Location,Category,Product,Transportation Mode,Transportation Route,Distribution Network,Emission Intensity (kg CO2/unit),Total Emissions (ton CO2),Fuel Consumption (liters),Energy Consumption (GJ),Sustainability Rating,Regulatory Impact,Year
Stellar Supply Co.,Malaysia,Residential,Heater,Train,Port of Long Beach,Logistics,9.45,17.63,7326.43,604.01,6.8,Medium,2023
Stellar Solutions,South Korea,Industrial,Conveyor Belt,Ship,Hong Kong International Airport,Wholesalers,15.32,20.14,597.03,456.61,5.9,Low,2021
Elevate Enterprises,Greece,Industrial,Forklift,Air,Port of Jebel Ali,Warehouses,7.74,22.47,1525.04,604.64,5.6,High,2019
Quantum Logistics,Indonesia,Transportation,GPS System,Ship,Gatwick Airport,Retailers,3.07,13.16,6434.71,927.54,7.1,Medium,2022
Vanguard Supply,China,Commercial,Projector,Truck,Interstate 15 (I-15),Wholesalers,9.02,21.21,5265.96,70.61,8.3,High,2019
Vertex Supply Partners,Saudi Arabia,Commercial,Office Desk,Ship,Port of Tanjung Priok,Warehouses,13.44,42.55,3421.09,172.38,7.4,High,2019
Frontier Resources,United States,Electric,Smart Plug,Train,Port of Zeebrugge,Retailers,9.65,10.82,131.68,742.8,6.6,Medium,2022
Apex Supply Co.,Canada,Industrial,Conveyor Belt,Air,Port of Rotterdam,Suppliers,2.73,34.75,1767.83,82.23,6.8,Low,2018
Nova Trade Solutions,Italy,Transportation,Alternator,Truck,Gatwick Airport,Wholesalers,15.12,29.89,3874.17,285.72,4.5,High,2019
Spectrum Supplies,Japan,Electric,Electric Heater,Train,Interstate 25 (I-25),Retailers,11.61,3.7,3803.86,432.58,9.8,Medium,2020
Vanguard Resources,Taiwan,Residential,Washing Machine,Train,Port of Santos,Retailers,13.13,44.15,3197.72,600.35,3.6,Medium,2019
Proxima Supply Co.,United Arab Emirates,Residential,Dishwasher,Train,Amtrak Acela Express,Warehouses,5.35,26.31,3020.01,208.25,5.7,Medium,2018
Apex Supply Co.,Canada,Residential,Air Conditioner,Air,Port of Felixstowe,Logistics,7.5,3.83,3777.93,896.82,5.8,Low,2018
Vanguard Resources,Taiwan,Industrial,Industrial Fan,Train,Port of Long Beach,Warehouses,15.04,9.89,2703.51,420.75,5.3,Low,2022
Nexus Procurement,Germany,Industrial,Lathe,Air,Amsterdam Airport Schiphol,Suppliers,14.09,47.22,488.99,526.08,6.1,Low,2019
Horizon Distribution,Chile,Transportation,GPS System,Air,Interstate 35 (I-35),Retailers,12.34,26.61,6528.93,743.42,5.3,Low,2021
Spectrum Enterprises,France,Commercial,File Cabinet,Truck,Paris Orly Airport,Suppliers,14.14,20.91,8515.6,288.96,7.7,High,2023
Orion Trading Co.,Finland,Electric,Surge Protector,Ship,Interstate 25 (I-25),Wholesalers,17.27,21.56,5873.71,163.79,5.9,Low,2018
Radiant Logistics,South Africa,Commercial,Cubicle Partition,Train,Route 66 (Chicago to Los Angeles),Manufacturers,15.65,6.31,167.64,901.31,5.6,High,2018
Horizon Distribution,Chile,Residential,Washing Machine,Air,Interstate 25 (I-25),Suppliers,4.13,23.73,7937.07,289.13,4.5,Low,2018
Spectrum Supplies,Japan,Industrial,Pneumatic Tool,Ship,Interstate 10 (I-10),Warehouses,19.96,44.58,646.75,576.01,7.4,Low,2018
Titan Supply Chain,Egypt,Residential,Microwave,Truck,Paris Orly Airport,Wholesalers,1.84,10,3676.84,885.8,9.2,Low,2023
Stellar Supply Co.,Malaysia,Electric,Power Strip,Air,Interstate 95 (I-95),Suppliers,4.44,40.86,1556.66,512.64,7.7,Low,2018
Quantum Logistics,Indonesia,Residential,Washing Machine,Ship,Port of Valencia,Warehouses,12.97,27.14,3577.77,341.95,5.6,Medium,2019
Nova Resource Group,Ukraine,Electric,Battery Charger,Truck,Interstate 15 (I-15),Warehouses,9.33,11.15,6293.78,26.23,5.8,Low,2023
Pinnacle Trading Co.,Singapore,Electric,LED Bulb,Truck,Port of Valencia,Suppliers,8.96,21.94,9961.41,380.12,7.1,Medium,2022
Terra Resources,Uruguay,Electric,Wall Socket,Train,Hong Kong International Airport,Retailers,14.19,30.64,1003.39,156.74,5.4,Low,2022
Nova Trade Solutions,Italy,Residential,Washing Machine,Train,Amsterdam Airport Schiphol,Wholesalers,14.21,10.57,5229.4,909.92,6.1,Medium,2023
Terra Logistics,India,Industrial,Forklift,Ship,Port of Rotterdam,Manufacturers,6.3,45.16,3018.77,401.17,8.7,High,2023
Pinnacle Resources,Peru,Residential,Lamp,Air,Haneda Airport,Logistics,12.37,15.89,1715.63,925.41,8.4,Low,2018
Nova Enterprises,Philippines,Residential,Sofa,Truck,Interstate 95 (I-95),Logistics,12.77,44.06,3289.02,39.43,5.8,Low,2021
Radiant Logistics,South Africa,Electric,Surge Protector,Truck,Port of Santos,Warehouses,12,22.34,9418.34,205.7,6,Medium,2018
Titan Supply Chain,Egypt,Industrial,Air Compressor,Ship,Interstate 80 (I-80),Warehouses,2.01,42.23,5509.62,953.33,6.5,High,2023
Vertex Supply Partners,Saudi Arabia,Industrial,Air Compressor,Train,Interstate 20 (I-20),Wholesalers,16.65,46.12,7096.75,252.8,6.3,High,2022
Infinity Traders,Norway,Commercial,File Cabinet,Air,Shinkansen Osaka-Kyoto,Manufacturers,1.56,30.92,5493.1,681.69,6.1,High,2018
Spectrum Supplies,Japan,Industrial,Industrial Robot,Air,Port of New York and New Jersey,Wholesalers,2.6,13.22,9085.25,820.8,4.5,High,2023
Aurora Logistics,Hungary,Residential,Refrigerator,Truck,Schiphol Airport,Manufacturers,10.62,31.77,1857.32,661.17,6.6,Low,2018
Atlas Trading Co.,Singapore,Transportation,Oil Filter,Air,Thalys Cologne-Paris,Manufacturers,12.4,48.36,4359.9,761.14,5.3,High,2018
Eclipse Enterprises,Australia,Industrial,Forklift,Ship,Tokyo Narita Airport,Logistics,1.14,8.98,7131,282.59,6.2,Low,2023
Ascend Distribution,Sweden,Commercial,File Cabinet,Truck,Tokyo Narita Airport,Manufacturers,11.04,12.72,586.27,152.67,8.1,Low,2023
Apex Supply Co.,Canada,Electric,Smart Plug,Truck,Interstate 10 (I-10),Manufacturers,5.82,15.61,6537.39,627.65,3.6,High,2021
Eclipse Distributors,Denmark,Residential,Washing Machine,Train,Interstate 80 (I-80),Manufacturers,1.38,0.94,5370.73,467.32,3.3,High,2023
Omega Trading Solutions,Argentina,Transportation,Headlight,Ship,Port of Shanghai,Retailers,16.32,20.42,8161.61,657.14,8.2,High,2020
Atlas Trading Co.,Singapore,Electric,Power Strip,Train,Port of Los Angeles,Retailers,9.39,32.51,8978.44,719.16,4.2,Low,2021
Titan Resource Partners,Kenya,Transportation,Headlight,Ship,Port of Hamburg,Suppliers,8.44,1.2,8955.05,683.61,4.7,Low,2019
Aurora Logistics,Hungary,Commercial,Coffee Maker,Truck,Interstate 5 (I-5),Retailers,12.14,12.4,5068.32,439.16,6,Medium,2022
Zenith Supply Co.,Switzerland,Industrial,Conveyor Belt,Ship,Interstate 65 (I-65),Suppliers,5.08,36.59,6723.7,897.24,7,Medium,2020
Pinnacle Resources,Peru,Commercial,Projector,Truck,Interstate 95 (I-95),Suppliers,18.55,47.7,2405.98,205.22,8.4,Low,2018
Terra Resources,Uruguay,Electric,Battery Charger,Train,Port of Jebel Ali,Logistics,17.05,32.66,3547.9,689.43,7.8,Low,2021
Celestial Resources,Ireland,Residential,Heater,Ship,Paris Orly Airport,Suppliers,7.77,9.04,7115.66,153.75,6.6,Medium,2018
Infinity Traders,Norway,Commercial,Desk Chair,Ship,Thalys Paris-Brussels,Retailers,15.71,18.69,9796.75,741.13,4.7,Low,2020
Eclipse Distributors,Denmark,Industrial,Forklift,Air,Interstate 65 (I-65),Warehouses,5.28,29.43,6357.85,18.35,5.4,Low,2020
Vanguard Supply,China,Electric,Electric Heater,Truck,Interstate 90 (I-90),Logistics,11.11,33.68,2015.58,503.1,4.2,Medium,2023
Vertex Supply Partners,Saudi Arabia,Residential,Lamp,Air,Frankfurt-Munich,Retailers,1.9,43.8,8749.2,274.34,4.7,Medium,2022
Spectrum Enterprises,France,Commercial,File Cabinet,Train,Thalys Cologne-Paris,Warehouses,13.48,34.05,7110.57,67.63,3.5,Low,2019
Orion Trading Co.,Finland,Commercial,Conference Table,Air,Port of Jebel Ali,Logistics,9.43,26.51,432.22,795.13,7.7,Low,2021
Apex Supply Co.,Canada,Transportation,Headlight,Ship,Interstate 25 (I-25),Warehouses,8.59,15.14,1719.66,302.65,7.4,High,2019
Radiant Logistics,South Africa,Transportation,Alternator,Train,Amsterdam Airport Schiphol,Suppliers,4.25,37.98,2580.43,786.58,8.2,High,2022
Aurora Logistics,Hungary,Industrial,Industrial Robot,Air,Port of Singapore,Wholesalers,17.47,41.49,666.09,868.95,7.1,High,2019
Terra Logistics,India,Electric,Wall Socket,Ship,Paris Orly Airport,Logistics,1.19,41.29,6387.58,16.67,9.1,Medium,2018
Nova Resource Group,Ukraine,Commercial,Conference Table,Ship,Interstate 55 (I-55),Manufacturers,15.11,25.83,6869.19,482.94,4.2,High,2019
Nova Resource Group,Ukraine,Commercial,Printer,Air,Hong Kong International Airport,Wholesalers,13.62,41.51,9587.16,455.59,5.8,Low,2022
Radiant Logistics,South Africa,Residential,Heater,Train,Amtrak Acela Express,Suppliers,6.72,25.74,3064.2,72.42,5.6,Medium,2021
Ascend Supply Chain,Bangladesh,Industrial,Forklift,Air,Port of New York and New Jersey,Warehouses,17.81,17.16,3304.54,480.04,7,High,2020
Vanguard Resources,Taiwan,Industrial,Hydraulic Pump,Train,Port of Singapore,Suppliers,4.35,10.37,2693.03,531.76,6.7,Low,2023
Proxima Supply Co.,United Arab Emirates,Commercial,Desk Chair,Ship,Interstate 70 (I-70),Manufacturers,5.84,11.17,3273.48,963.28,4.6,High,2023
Aurora Logistics,Hungary,Electric,LED Bulb,Air,Eurostar Brussels-London,Manufacturers,3.65,40.37,3515.62,980.2,4.6,High,2022
Horizon Distribution,Chile,Residential,Heater,Truck,Interstate 40 (I-40),Retailers,1.95,24.8,4869.34,154.32,6.5,Low,2020
Horizon Supplies,Netherlands,Commercial,Cubicle Partition,Train,Thalys Cologne-Paris,Suppliers,15.89,15.89,4169.04,919.49,7.4,High,2019
Vanguard Supply,China,Transportation,Headlight,Train,Amtrak Acela Express,Suppliers,15.93,4.86,1541.84,586.78,6.2,Low,2023
Summit Distribution,Poland,Commercial,Shredder,Truck,Thalys Amsterdam-Cologne,Warehouses,19.87,40.68,2882.51,489.49,5.8,Low,2021
Ascend Supply Chain,Bangladesh,Industrial,CNC Machine,Air,Port of Santos,Manufacturers,7.68,13.76,5408.2,149.47,5.5,Medium,2020
Celestial Supply Chain,Chile,Commercial,Shredder,Ship,Shinkansen Osaka-Kyoto,Suppliers,2.32,45.12,2741.23,861.01,4.7,Medium,2018
Atlas Trading Co.,Singapore,Industrial,Air Compressor,Air,Interstate 15 (I-15),Retailers,13.74,7.6,3627.95,57.87,6,High,2023
Frontier Supply Co.,New Zealand,Commercial,Desk Chair,Train,Port of Tanjung Priok,Wholesalers,17.12,7.39,2354.22,430.42,8.6,High,2022
Infinity Logistics,Malaysia,Commercial,Office Desk,Air,Port of Valencia,Wholesalers,19.46,21.58,1575.95,197.4,6.3,Medium,2018
Vertex Industries,Turkey,Electric,Electric Fan,Train,Port of Santos,Warehouses,7.02,45.11,959.49,554.54,6.5,Low,2020
Spectrum Supplies,Japan,Transportation,Alternator,Truck,Port of Santos,Logistics,7.19,31.07,1319.61,343.69,6.5,Low,2018
Summit Distribution,Poland,Electric,Power Strip,Ship,Amsterdam Airport Schiphol,Wholesalers,7.13,36.24,7116.86,576.32,4.4,Low,2022
Eclipse Enterprises,Australia,Commercial,Desk Chair,Ship,Shinkansen Osaka-Kyoto,Wholesalers,14.21,34.93,9311.19,82.4,4.6,Medium,2023
Horizon Distribution,Chile,Transportation,Shock Absorber,Air,Amsterdam Airport Schiphol,Logistics,15.25,42.61,1838.15,800.23,7.7,High,2021
Summit Procurement,Thailand,Electric,Extension Cord,Ship,Port of Hamburg,Wholesalers,12.85,40.66,2742.41,48.04,9,Low,2022
Orion Trading Co.,Finland,Commercial,Shredder,Truck,Haneda Airport,Manufacturers,14.66,3.76,9914.92,209.84,5.7,Medium,2020
Zenith Logistics,Brazil,Electric,Wall Socket,Train,Schiphol Airport,Manufacturers,19.14,16.27,6915.35,261.12,8.8,Medium,2018
Terra Resources,Uruguay,Commercial,File Cabinet,Ship,Interstate 25 (I-25),Wholesalers,13.6,33.49,1049.54,112.73,8.5,High,2020
Spectrum Supplies,Japan,Electric,Battery Charger,Truck,Interstate 15 (I-15),Manufacturers,14.24,21.34,4702.1,526.93,9.2,High,2022
Eclipse Distributors,Denmark,Residential,Microwave,Truck,Thalys Amsterdam-Cologne,Warehouses,18.21,40.85,9083.62,58.85,6.7,Medium,2021
Eclipse Enterprises,Australia,Residential,Heater,Air,Route 66 (Chicago to Los Angeles),Warehouses,12.05,33.83,6064.72,753.92,7.5,High,2018
Zenith Logistics,Brazil,Industrial,Conveyor Belt,Air,Port of Rotterdam,Manufacturers,2.51,32.86,6731.07,167.86,5.8,Medium,2018
Quantum Logistics,Indonesia,Transportation,GPS System,Truck,Interstate 10 (I-10),Manufacturers,2.73,27.13,2270.14,159.85,5.1,Low,2018
Atlas Trading Co.,Singapore,Transportation,Shock Absorber,Air,Eurostar Brussels-London,Wholesalers,8.49,9.89,2171.1,900.35,6,Low,2022
Eclipse Distributors,Denmark,Electric,Electric Heater,Ship,Interstate 80 (I-80),Retailers,12.46,40.86,5635.96,971.87,9.2,High,2022
Eclipse Enterprises,Australia,Industrial,Industrial Robot,Air,LAX Airport,Suppliers,11.61,37.09,9452.11,918.93,5.6,High,2023
Nova Trade Solutions,Italy,Transportation,Headlight,Truck,Interstate 25 (I-25),Suppliers,9.91,39.41,7000.25,225.07,9,High,2023
Orion Trading Co.,Finland,Transportation,GPS System,Air,Thalys Amsterdam-Cologne,Logistics,3.63,1.82,2355.93,660.67,4.1,Low,2018
Vertex Industries,Turkey,Transportation,Tire,Ship,Port of Singapore,Warehouses,3.38,11.07,5744.73,636.9,4.6,High,2022
Frontier Resources,United States,Residential,Dishwasher,Truck,Port of Valencia,Manufacturers,3.23,14.67,6035.32,119.27,6.7,High,2020
Aurora Trade Partners,United Kingdom,Transportation,Air Filter,Air,Port of Singapore,Wholesalers,16.89,49.26,3469.06,380.98,5.9,Low,2018
Terra Resources,Uruguay,Transportation,GPS System,Ship,Interstate 20 (I-20),Warehouses,6.51,10.21,5347.5,885.69,6.1,High,2022
Nova Trade Solutions,Italy,Residential,Microwave,Air,Thalys Cologne-Paris,Logistics,14.95,32.05,373.04,679.29,8.1,Medium,2020
Terra Resources,Uruguay,Residential,Dishwasher,Train,Gatwick Airport,Retailers,13.65,42.46,7171.66,12.79,7.9,High,2023
Zenith Supply Co.,Switzerland,Industrial,Welding Machine,Air,Port of New York and New Jersey,Suppliers,5.21,6.85,1433.83,341.71,7.6,Medium,2020
Quantum Logistics,Indonesia,Transportation,Brake Pad,Air,Port of Felixstowe,Retailers,15.47,45.17,8409.57,298.3,8.5,Low,2022
Nova Resource Group,Ukraine,Commercial,Cubicle Partition,Train,Route 66 (Chicago to Los Angeles),Logistics,14.82,45.94,2573.7,449.05,5.6,Medium,2023
Vanguard Resources,Taiwan,Residential,Washing Machine,Air,Port of Hong Kong,Wholesalers,8.98,1.05,9371.25,185.37,7.6,Low,2021
Pinnacle Resources,Peru,Electric,Extension Cord,Train,Port of Santos,Manufacturers,19.59,35.12,7876.46,217.04,9.5,Low,2021
Nexus Procurement,Germany,Transportation,Headlight,Air,Port of Valencia,Logistics,19.33,46.24,2292.83,762.68,6.9,Low,2021
Spectrum Trading Solutions,Mexico,Commercial,Office Desk,Ship,Port of Santos,Retailers,17.8,20.04,3686.71,622.8,5.8,High,2019
Spectrum Enterprises,France,Residential,Washing Machine,Ship,Interstate 40 (I-40),Warehouses,3.81,41.5,1536.05,788.6,5.3,High,2018
Zenith Supply Co.,Switzerland,Electric,Smart Plug,Ship,Interstate 90 (I-90),Logistics,11.37,4.65,4978.07,577.08,6.2,High,2022
Radiant Traders,Venezuela,Residential,Heater,Truck,LAX Airport,Wholesalers,2.55,29.45,5862.64,941.07,8.2,High,2018
Infinity Traders,Norway,Commercial,Projector,Train,Eurostar London-Brussels,Wholesalers,15.62,19.08,7295.51,877.58,4.2,Medium,2018
Horizon Distribution,Chile,Electric,Electric Fan,Truck,Paris Orly Airport,Warehouses,3.38,28.81,5713.56,414.37,6,Low,2021
Radiant Logistics,South Africa,Residential,Washing Machine,Ship,Port of Jebel Ali,Warehouses,14.18,20.72,7601.39,286.65,6.3,Low,2020
Horizon Distribution,Chile,Residential,Lamp,Train,Interstate 95 (I-95),Suppliers,13.23,8.95,9621.17,915.4,3.6,Medium,2023
Nova Trade Solutions,Italy,Industrial,Lathe,Ship,Port of Los Angeles,Retailers,11.13,18.75,9459.9,87.05,7.3,High,2022
Omega Trading Solutions,Argentina,Electric,Surge Protector,Truck,Eurostar London-Brussels,Manufacturers,11.96,31.52,6515.15,913.62,5.9,Medium,2021
Frontier Supply Co.,New Zealand,Industrial,Conveyor Belt,Train,Amsterdam Airport Schiphol,Retailers,13.44,45.82,7214.73,220.12,7.2,Low,2018
Infinity Logistics,Malaysia,Commercial,Coffee Maker,Ship,Interstate 80 (I-80),Wholesalers,15.67,30.84,6809.16,858.7,8.2,High,2018
Summit Distribution,Poland,Transportation,Radiator,Truck,Paris Charles de Gaulle Airport,Wholesalers,11.62,7.69,3221.08,237.36,8.9,High,2018
Terra Resources,Uruguay,Commercial,File Cabinet,Ship,London Heathrow Airport,Suppliers,5.85,4.82,6245.38,964.23,5.9,High,2019
Eclipse Enterprises,Australia,Commercial,Coffee Maker,Air,Port of Jebel Ali,Suppliers,3.49,41.04,451.46,708.07,7.7,Low,2023
Titan Supply Chain,Egypt,Transportation,Headlight,Truck,Interstate 35 (I-35),Logistics,17.26,12.76,1280.84,576.92,8.1,Medium,2021
Quantum Distributors,Colombia,Electric,LED Bulb,Air,Hamburg Port,Warehouses,11.81,27.17,7155.99,538.33,6.5,Low,2023
Omega Trading Solutions,Argentina,Electric,Wall Socket,Truck,Gatwick Airport,Suppliers,16.09,35.88,6461.73,451.38,5.1,High,2023
Stellar Solutions,South Korea,Industrial,Lathe,Ship,Interstate 20 (I-20),Warehouses,15.13,35.27,7856.39,304,3.5,High,2021
Terra Logistics,India,Transportation,Headlight,Train,Port of Rotterdam,Retailers,2.96,15.37,3494.23,111.18,7.9,High,2021
Zenith Logistics,Brazil,Commercial,Projector,Air,Port of Zeebrugge,Wholesalers,16.18,2.53,1679.7,146.66,8.2,Low,2022
Atlas Trading Co.,Singapore,Residential,Washing Machine,Air,Port of Singapore,Logistics,17.99,18.87,6508.25,994.74,7.7,High,2020
Vanguard Resources,Taiwan,Transportation,GPS System,Ship,Interstate 70 (I-70),Warehouses,14.4,49.57,3182.79,815.47,8.3,Low,2019
Terra Resources,Uruguay,Transportation,Radiator,Ship,Port of Long Beach,Warehouses,4.58,28.39,2625.28,246.32,5.1,Medium,2021
Zenith Logistics,Brazil,Residential,Refrigerator,Truck,Thalys Amsterdam-Cologne,Wholesalers,7.01,8.67,4760.86,160.04,6.6,High,2019
Vanguard Supply,China,Transportation,Shock Absorber,Air,Schiphol Airport,Wholesalers,17.4,46.99,6890.68,511.4,9,Medium,2020
Elevate Enterprises,Greece,Electric,Battery Charger,Air,Amsterdam Airport Schiphol,Retailers,14.16,1.82,405.3,620.28,5,Medium,2021
Nova Resource Group,Ukraine,Transportation,Oil Filter,Truck,Port of Los Angeles,Manufacturers,2.23,15.06,6364.63,602.1,6.3,Medium,2023
Pinnacle Trading Co.,Singapore,Electric,Surge Protector,Train,Interstate 70 (I-70),Suppliers,2.04,1.59,8416.78,907.59,6.4,Low,2023
Apex Logistics,Vietnam,Residential,Refrigerator,Train,Frankfurt-Munich,Logistics,19.07,41.65,6615.45,475.48,7.4,High,2018
Celestial Resources,Ireland,Industrial,Industrial Robot,Train,Interstate 55 (I-55),Warehouses,14.77,30.68,8002.94,673.05,8.7,Medium,2022
Elevation Supply Chain,Portugal,Transportation,Air Filter,Train,Interstate 25 (I-25),Retailers,16.26,30.45,1031.59,476.95,6.3,Medium,2019
Frontier Supply Co.,New Zealand,Transportation,Car Battery,Truck,Port of New York and New Jersey,Retailers,17.07,31.93,2878.33,343.54,5.6,Medium,2019
Titan Resource Partners,Kenya,Electric,Solar Panel,Train,Port of Long Beach,Suppliers,16.34,42.12,5478.4,254.43,6.5,High,2022
Quantum Logistics,Indonesia,Commercial,Coffee Maker,Truck,Shinkansen Tokyo-Osaka,Retailers,16.93,35.23,4583.71,834.88,5.3,High,2020
Nova Resource Group,Ukraine,Transportation,Air Filter,Air,Port of Antwerp,Logistics,5.09,6.11,4929.74,684.68,5.9,Low,2021
Apex Logistics,Vietnam,Residential,Lamp,Ship,Interstate 70 (I-70),Suppliers,13.52,1.93,7909.54,416.2,7.8,High,2020
Atlas Trading Co.,Singapore,Residential,Refrigerator,Air,Interstate 75 (I-75),Retailers,19.2,27.71,4142.26,826.2,9,Medium,2019
Vertex Supply Partners,Saudi Arabia,Electric,Wall Socket,Air,Interstate 95 (I-95),Manufacturers,12.02,9.64,3060.54,953.39,4.7,Low,2022
Radiant Traders,Venezuela,Residential,Vacuum Cleaner,Air,Port of Antwerp,Suppliers,11.71,3.51,3526.73,933.04,10.1,Medium,2018
Pinnacle Resources,Peru,Commercial,Cubicle Partition,Air,Shinkansen Osaka-Kyoto,Retailers,6.97,39.3,9059.14,798.62,6.3,Medium,2018
Atlas Trading Co.,Singapore,Transportation,Oil Filter,Truck,Interstate 10 (I-10),Wholesalers,4.46,22.03,7092.23,22.18,9.8,High,2022
Eclipse Distributors,Denmark,Residential,Television,Ship,Amtrak Acela Express,Retailers,2.25,40.56,4412.59,628.51,7.1,High,2021
Nexus Procurement,Germany,Residential,Refrigerator,Truck,Port of Long Beach,Suppliers,5.01,43.5,268.59,728.67,4.6,High,2018
Orion Trading Co.,Finland,Transportation,Radiator,Air,Port of Valencia,Warehouses,2.73,23.4,1500.2,920.42,4.6,Medium,2021
Frontier Supply Co.,New Zealand,Residential,Television,Air,Frankfurt-Munich,Manufacturers,9.85,42.06,3828.57,238.45,7.5,Medium,2019
Terra Resources,Uruguay,Residential,Washing Machine,Truck,Port of Valencia,Warehouses,4.83,36.11,3626.57,424.78,6.4,High,2020
Aurora Logistics,Hungary,Electric,Battery Charger,Train,Eurostar Brussels-London,Suppliers,14.52,42.27,9865.64,797.56,8.3,High,2022
Spectrum Enterprises,France,Commercial,Whiteboard,Air,Port of Shanghai,Suppliers,1.88,6.65,4175.36,658.21,9.6,Medium,2019
Infinity Logistics,Malaysia,Residential,Sofa,Air,Port of New York and New Jersey,Retailers,14.62,24.39,7297.21,611.4,5.1,Medium,2021
Quantum Logistics,Indonesia,Electric,Power Strip,Air,Port of Long Beach,Warehouses,7.37,23.5,1340.17,155.11,7.6,High,2018
